DocumentID,ProjectName,DocumentName,DocumentURI,ResolvedPath,Desc,Notes,Category,AddedOn
9706,General,WhatsApp Video 2025-08-11 at 13.10.40.mp4,C:\Users\Bijumon\Downloads\WhatsApp Video 2025-08-11 at 13.10.40.mp4,C:\Users\Bijumon\Downloads\WhatsApp Video 2025-08-11 at 13.10.40.mp4,WhatsApp Video 2025-08-11 at 13.10.40.mp4,Unsupported file type,TempFiles,11-08-2025
9716,General,Raw_Data_20250808_171139.7z,C:\Users\Bijumon\Downloads\Raw_Data_20250808_171139.7z,C:\Users\Bijumon\Downloads\Raw_Data_20250808_171139.7z,Raw_Data_20250808_171139.7z,Unsupported file type,TempFiles,12-08-2025
9735,General,NEERS_Hardware-d186ce63086c6b265510b2ec9d724d4ec2f0c6d3.zip,C:\Users\Bijumon\Downloads\NEERS_Hardware-d186ce63086c6b265510b2ec9d724d4ec2f0c6d3.zip,C:\Users\Bijumon\Downloads\NEERS_Hardware-d186ce63086c6b265510b2ec9d724d4ec2f0c6d3.zip,NEERS_Hardware-d186ce63086c6b265510b2ec9d724d4ec2f0c6d3.zip,File size exceeds 10 MB,TempFiles,12-08-2025
9737,General,NEERS_Hardware-V1.zip,C:\Users\Bijumon\Downloads\NEERS_Hardware-V1.zip,C:\Users\Bijumon\Downloads\NEERS_Hardware-V1.zip,NEERS_Hardware-V1.zip,File size exceeds 10 MB,TempFiles,12-08-2025
9790,General,whatsapp_notes_website_v4_modified7.zip,C:\Users\Bijumon\Downloads\whatsapp_notes_website_v4_modified7.zip,C:\Users\Bijumon\Downloads\whatsapp_notes_website_v4_modified7.zip,whatsapp_notes_website_v4_modified7.zip,Unsupported file type,TempFiles,02-09-2025
9792,General,whatsapp_pa_final_ppt.pptx,C:\Users\Bijumon\Downloads\whatsapp_pa_final_ppt.pptx,C:\Users\Bijumon\Downloads\whatsapp_pa_final_ppt.pptx,whatsapp_pa_final_ppt.pptx,Unsupported file type,TempFiles,02-09-2025
9793,General,whatsapp_pa_final_ppt (1).pptx,C:\Users\Bijumon\Downloads\whatsapp_pa_final_ppt (1).pptx,C:\Users\Bijumon\Downloads\whatsapp_pa_final_ppt (1).pptx,whatsapp_pa_final_ppt (1).pptx,Unsupported file type,TempFiles,02-09-2025
9819,General,confocal_gantt_chart.html,C:\Users\Bijumon\Downloads\confocal_gantt_chart.html,C:\Users\Bijumon\Downloads\confocal_gantt_chart.html,confocal_gantt_chart.html,Unsupported file type,TempFiles,14-09-2025
9825,General,BMJO Rental agreement.docx,C:\Users\Bijumon\Downloads\BMJO Rental agreement.docx,C:\Users\Bijumon\Downloads\BMJO Rental agreement.docx,BMJO Rental agreement.docx,Unsupported file type,TempFiles,16-09-2025
9849,General,Luxisense Standalone monitor plans.pptx,C:\Users\Bijumon\Downloads\Luxisense Standalone monitor plans.pptx,C:\Users\Bijumon\Downloads\Luxisense Standalone monitor plans.pptx,Luxisense Standalone monitor plans.pptx,Unsupported file type,TempFiles,23-09-2025
9875,General,Luxisens Test Cases.docx,C:\Users\Bijumon\Downloads\Luxisens Test Cases.docx,C:\Users\Bijumon\Downloads\Luxisens Test Cases.docx,Luxisens Test Cases.docx,Unsupported file type,TempFiles,05-10-2025
9887,General,Abhishek_CV_T1S.pdf,C:\Users\Bijumon\Downloads\Abhishek_CV_T1S.pdf,C:\Users\Bijumon\Downloads\Abhishek_CV_T1S.pdf,Abhishek_CV_T1S.pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,06-10-2025
9898,General,WhatsApp Image 2025-10-04 at 19.59.09_58de1f83 - Copy.jpg,C:\Users\Bijumon\Downloads\WhatsApp Image 2025-10-04 at 19.59.09_58de1f83 - Copy.jpg,C:\Users\Bijumon\Downloads\WhatsApp Image 2025-10-04 at 19.59.09_58de1f83 - Copy.jpg,WhatsApp Image 2025-10-04 at 19.59.09_58de1f83 - Copy.jpg,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,07-10-2025
9899,General,WhatsApp Image 2025-10-04 at 19.59.09_15b8b873 - Copy.jpg,C:\Users\Bijumon\Downloads\WhatsApp Image 2025-10-04 at 19.59.09_15b8b873 - Copy.jpg,C:\Users\Bijumon\Downloads\WhatsApp Image 2025-10-04 at 19.59.09_15b8b873 - Copy.jpg,WhatsApp Image 2025-10-04 at 19.59.09_15b8b873 - Copy.jpg,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,07-10-2025
9901,General,WhatsApp Image 2025-10-04 at 19.57.56_d273b212.jpg,C:\Users\Bijumon\Downloads\WhatsApp Image 2025-10-04 at 19.57.56_d273b212.jpg,C:\Users\Bijumon\Downloads\WhatsApp Image 2025-10-04 at 19.57.56_d273b212.jpg,WhatsApp Image 2025-10-04 at 19.57.56_d273b212.jpg,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,07-10-2025
9906,General,VN20251007_143509.mp4,C:\Users\Bijumon\Downloads\VN20251007_143509.mp4,C:\Users\Bijumon\Downloads\VN20251007_143509.mp4,VN20251007_143509.mp4,File size exceeds 10 MB,TempFiles,07-10-2025
9913,General,sample_id_roshan.png,C:\Users\Bijumon\Downloads\sample_id_roshan.png,C:\Users\Bijumon\Downloads\sample_id_roshan.png,sample_id_roshan.png,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,09-10-2025
9918,General,Hire-an-AIAgent.pptx,C:\Users\Bijumon\Downloads\Hire-an-AIAgent.pptx,C:\Users\Bijumon\Downloads\Hire-an-AIAgent.pptx,Hire-an-AIAgent.pptx,Unsupported file type,TempFiles,10-10-2025
9920,General,answer (5).pptx,C:\Users\Bijumon\Downloads\answer (5).pptx,C:\Users\Bijumon\Downloads\answer (5).pptx,answer (5).pptx,Unsupported file type,TempFiles,10-10-2025
9921,General,HireAnAgent.pptx,C:\Users\Bijumon\Downloads\HireAnAgent.pptx,C:\Users\Bijumon\Downloads\HireAnAgent.pptx,HireAnAgent.pptx,Unsupported file type,TempFiles,10-10-2025
9922,General,answer (6).pptx,C:\Users\Bijumon\Downloads\answer (6).pptx,C:\Users\Bijumon\Downloads\answer (6).pptx,answer (6).pptx,File size exceeds 10 MB,TempFiles,10-10-2025
9923,General,answer (7).pptx,C:\Users\Bijumon\Downloads\answer (7).pptx,C:\Users\Bijumon\Downloads\answer (7).pptx,answer (7).pptx,Unsupported file type,TempFiles,10-10-2025
9924,General,answer (8).pptx,C:\Users\Bijumon\Downloads\answer (8).pptx,C:\Users\Bijumon\Downloads\answer (8).pptx,answer (8).pptx,Unsupported file type,TempFiles,10-10-2025
9925,General,answer (9).pptx,C:\Users\Bijumon\Downloads\answer (9).pptx,C:\Users\Bijumon\Downloads\answer (9).pptx,answer (9).pptx,Unsupported file type,TempFiles,10-10-2025
9930,General,Neonatal Sensor Bending.pdf,C:\Users\Bijumon\Downloads\Neonatal Sensor Bending.pdf,C:\Users\Bijumon\Downloads\Neonatal Sensor Bending.pdf,Neonatal Sensor Bending.pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,13-10-2025
9932,General,LuxisensePiDisplay_Vishnu.zip,C:\Users\Bijumon\Downloads\LuxisensePiDisplay_Vishnu.zip,C:\Users\Bijumon\Downloads\LuxisensePiDisplay_Vishnu.zip,LuxisensePiDisplay_Vishnu.zip,Unsupported file type,TempFiles,13-10-2025
9938,General,WhatsApp Image 2025-10-14 at 09.51.32_7c443bcd.jpg,C:\Users\Bijumon\Downloads\WhatsApp Image 2025-10-14 at 09.51.32_7c443bcd.jpg,C:\Users\Bijumon\Downloads\WhatsApp Image 2025-10-14 at 09.51.32_7c443bcd.jpg,WhatsApp Image 2025-10-14 at 09.51.32_7c443bcd.jpg,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,15-10-2025
9939,General,WhatsApp Image 2025-10-14 at 09.51.32_9b728e8c.jpg,C:\Users\Bijumon\Downloads\WhatsApp Image 2025-10-14 at 09.51.32_9b728e8c.jpg,C:\Users\Bijumon\Downloads\WhatsApp Image 2025-10-14 at 09.51.32_9b728e8c.jpg,WhatsApp Image 2025-10-14 at 09.51.32_9b728e8c.jpg,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,15-10-2025
9948,General,"Generated Image October 16, 2025 - 5_42PM.png","C:\Users\Bijumon\Downloads\Generated Image October 16, 2025 - 5_42PM.png","C:\Users\Bijumon\Downloads\Generated Image October 16, 2025 - 5_42PM.png","Generated Image October 16, 2025 - 5_42PM.png","Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,16-10-2025
9966,General,AI_Watcher_API_Design_Implementation (1).docx,C:\Users\Bijumon\Downloads\AI_Watcher_API_Design_Implementation (1).docx,C:\Users\Bijumon\Downloads\AI_Watcher_API_Design_Implementation (1).docx,AI_Watcher_API_Design_Implementation (1).docx,Unsupported file type,TempFiles,23-10-2025
9990,General,wetransfer_oem-spo2-board-communication-protocol-pdf_2025-10-27_1239.zip,C:\Users\Bijumon\Downloads\wetransfer_oem-spo2-board-communication-protocol-pdf_2025-10-27_1239.zip,C:\Users\Bijumon\Downloads\wetransfer_oem-spo2-board-communication-protocol-pdf_2025-10-27_1239.zip,wetransfer_oem-spo2-board-communication-protocol-pdf_2025-10-27_1239.zip,Unsupported file type,TempFiles,28-10-2025
9991,General,spo2_sniffer.py,C:\Users\Bijumon\Downloads\spo2_sniffer.py,C:\Users\Bijumon\Downloads\spo2_sniffer.py,spo2_sniffer.py,Unsupported file type,TempFiles,28-10-2025
9995,General,WhatsApp Image 2025-10-27 at 11.44.19_e3da7bcb.jpg,C:\Users\Bijumon\Downloads\WhatsApp Image 2025-10-27 at 11.44.19_e3da7bcb.jpg,C:\Users\Bijumon\Downloads\WhatsApp Image 2025-10-27 at 11.44.19_e3da7bcb.jpg,WhatsApp Image 2025-10-27 at 11.44.19_e3da7bcb.jpg,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,30-10-2025
10026,General,pdf_1755779828119_0.pdf,C:\Users\Bijumon\Downloads\pdf_1755779828119_0.pdf,C:\Users\Bijumon\Downloads\pdf_1755779828119_0.pdf,pdf_1755779828119_0.pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,07-11-2025
10066,General,New Luxisens.mp4,C:\Users\Bijumon\Downloads\New Luxisens.mp4,C:\Users\Bijumon\Downloads\New Luxisens.mp4,New Luxisens.mp4,Unsupported file type,TempFiles,01-12-2025
10067,General,newscreenLuxi.bmp,C:\Users\Bijumon\Downloads\newscreenLuxi.bmp,C:\Users\Bijumon\Downloads\newscreenLuxi.bmp,newscreenLuxi.bmp,Unsupported file type,TempFiles,01-12-2025
10072,General,Nov 2025 Expense Report Separate.pdf,C:\Users\Bijumon\Downloads\Nov 2025 Expense Report Separate.pdf,C:\Users\Bijumon\Downloads\Nov 2025 Expense Report Separate.pdf,Nov 2025 Expense Report Separate.pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,01-12-2025
10073,General,Gemini_Generated_Image_hb822hb822hb822h.png,C:\Users\Bijumon\Downloads\Gemini_Generated_Image_hb822hb822hb822h.png,C:\Users\Bijumon\Downloads\Gemini_Generated_Image_hb822hb822hb822h.png,Gemini_Generated_Image_hb822hb822hb822h.png,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,02-12-2025
10091,General,services_process-image-api_1764143199.502000.zip,C:\Users\Bijumon\Downloads\services_process-image-api_1764143199.502000.zip,C:\Users\Bijumon\Downloads\services_process-image-api_1764143199.502000.zip,services_process-image-api_1764143199.502000.zip,Unsupported file type,TempFiles,09-12-2025
10092,General,services_process-image-api_1764143199.502000 (1).zip,C:\Users\Bijumon\Downloads\services_process-image-api_1764143199.502000 (1).zip,C:\Users\Bijumon\Downloads\services_process-image-api_1764143199.502000 (1).zip,services_process-image-api_1764143199.502000 (1).zip,Unsupported file type,TempFiles,09-12-2025
10096,General,SHELL TEST.zip,C:\Users\Bijumon\Downloads\SHELL TEST.zip,C:\Users\Bijumon\Downloads\SHELL TEST.zip,SHELL TEST.zip,Unsupported file type,TempFiles,12-12-2025
10099,General,Gemini_Generated_Image_yi1mimyi1mimyi1m.png,C:\Users\Bijumon\Downloads\Gemini_Generated_Image_yi1mimyi1mimyi1m.png,C:\Users\Bijumon\Downloads\Gemini_Generated_Image_yi1mimyi1mimyi1m.png,Gemini_Generated_Image_yi1mimyi1mimyi1m.png,Failed to start the resumable upload session.,TempFiles,15-12-2025
10104,General,luxisens_monitor - Copy.zip,C:\Users\Bijumon\Downloads\luxisens_monitor - Copy.zip,C:\Users\Bijumon\Downloads\luxisens_monitor - Copy.zip,luxisens_monitor - Copy.zip,File size exceeds 10 MB,TempFiles,17-12-2025
10129,General,lexisens_test_cases.xlsx,C:\Users\Bijumon\Downloads\lexisens_test_cases.xlsx,C:\Users\Bijumon\Downloads\lexisens_test_cases.xlsx,lexisens_test_cases.xlsx,Unsupported file type,TempFiles,22-12-2025
10131,General,lexisens_test_cases_extended (1).xlsx,C:\Users\Bijumon\Downloads\lexisens_test_cases_extended (1).xlsx,C:\Users\Bijumon\Downloads\lexisens_test_cases_extended (1).xlsx,lexisens_test_cases_extended (1).xlsx,Unsupported file type,TempFiles,23-12-2025
10135,General,SPO2.zip,C:\Users\Bijumon\Downloads\SPO2.zip,C:\Users\Bijumon\Downloads\SPO2.zip,SPO2.zip,File size exceeds 10 MB,TempFiles,23-12-2025
10168,General,lexisens_test_cases_modified.ods,C:\Users\Bijumon\Downloads\lexisens_test_cases_modified.ods,C:\Users\Bijumon\Downloads\lexisens_test_cases_modified.ods,lexisens_test_cases_modified.ods,Unsupported file type,TempFiles,30-12-2025
10191,General,"ChatGPT Image Jan 11, 2026, 11_32_33 AM.png","C:\Users\Bijumon\Downloads\ChatGPT Image Jan 11, 2026, 11_32_33 AM.png","C:\Users\Bijumon\Downloads\ChatGPT Image Jan 11, 2026, 11_32_33 AM.png","ChatGPT Image Jan 11, 2026, 11_32_33 AM.png","Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,11-01-2026
10197,General,Product_Definition_Regulatory_Intent_Template_FINAL (1).pdf,C:\Users\Bijumon\Downloads\Product_Definition_Regulatory_Intent_Template_FINAL (1).pdf,C:\Users\Bijumon\Downloads\Product_Definition_Regulatory_Intent_Template_FINAL (1).pdf,Product_Definition_Regulatory_Intent_Template_FINAL (1).pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,13-01-2026
10215,General,Luxisens User ManualV1.pdf,C:\Users\Bijumon\Downloads\Luxisens User ManualV1.pdf,C:\Users\Bijumon\Downloads\Luxisens User ManualV1.pdf,Luxisens User ManualV1.pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,19-01-2026
10221,General,lexisens_test_cases_modified.pdf,C:\Users\Bijumon\Downloads\lexisens_test_cases_modified.pdf,C:\Users\Bijumon\Downloads\lexisens_test_cases_modified.pdf,lexisens_test_cases_modified.pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,21-01-2026
10223,General,ADuM3190.pdf,C:\Users\Bijumon\Downloads\ADuM3190.pdf,C:\Users\Bijumon\Downloads\ADuM3190.pdf,ADuM3190.pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,22-01-2026
10228,General,esp32wroom32E_spo2-V1.pdf,C:\Users\Bijumon\Downloads\esp32wroom32E_spo2-V1.pdf,C:\Users\Bijumon\Downloads\esp32wroom32E_spo2-V1.pdf,esp32wroom32E_spo2-V1.pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,22-01-2026
10266,General,aikon_health.db,C:\Users\Bijumon\Downloads\aikon_health.db,C:\Users\Bijumon\Downloads\aikon_health.db,aikon_health.db,File size exceeds 10 MB,TempFiles,05-02-2026
10271,General,CDM-v2.12.36.20-WHQL-Certified.zip,C:\Users\Bijumon\Downloads\CDM-v2.12.36.20-WHQL-Certified.zip,C:\Users\Bijumon\Downloads\CDM-v2.12.36.20-WHQL-Certified.zip,CDM-v2.12.36.20-WHQL-Certified.zip,Unsupported file type,TempFiles,06-02-2026
10278,General,VSM Smart Display UART AT Protocol.pdf,C:\Users\Bijumon\Downloads\VSM Smart Display UART AT Protocol.pdf,C:\Users\Bijumon\Downloads\VSM Smart Display UART AT Protocol.pdf,VSM Smart Display UART AT Protocol.pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,11-02-2026
10285,General,SCH_Schematic1_2026-02-14.pdf,C:\Users\Bijumon\Downloads\SCH_Schematic1_2026-02-14.pdf,C:\Users\Bijumon\Downloads\SCH_Schematic1_2026-02-14.pdf,SCH_Schematic1_2026-02-14.pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,14-02-2026
10333,General,VSM Smart Display UART AT Protocol (1).pdf,C:\Users\Bijumon\Downloads\VSM Smart Display UART AT Protocol (1).pdf,C:\Users\Bijumon\Downloads\VSM Smart Display UART AT Protocol (1).pdf,VSM Smart Display UART AT Protocol (1).pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,07-03-2026
10340,General,PolicySoftCopy_803440127.pdf,C:\Users\Bijumon\Downloads\PolicySoftCopy_803440127.pdf,C:\Users\Bijumon\Downloads\PolicySoftCopy_803440127.pdf,PolicySoftCopy_803440127.pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,09-03-2026
10344,General,Bijumon_tasks.docx,C:\Users\Bijumon\Downloads\Bijumon_tasks.docx,C:\Users\Bijumon\Downloads\Bijumon_tasks.docx,Bijumon_tasks.docx,Unsupported file type,TempFiles,10-03-2026
10363,General,VSM_AT_Commands (1).pdf,C:\Users\Bijumon\Downloads\VSM_AT_Commands (1).pdf,C:\Users\Bijumon\Downloads\VSM_AT_Commands (1).pdf,VSM_AT_Commands (1).pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,13-03-2026
10374,General,NexusWA Messenger 1.0.0 (1).exe,C:\Users\Bijumon\Downloads\NexusWA Messenger 1.0.0 (1).exe,C:\Users\Bijumon\Downloads\NexusWA Messenger 1.0.0 (1).exe,NexusWA Messenger 1.0.0 (1).exe,Unsupported file type,TempFiles,14-03-2026
10378,General,Order Details.pdf,C:\Users\Bijumon\Downloads\Order Details.pdf,C:\Users\Bijumon\Downloads\Order Details.pdf,Order Details.pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,16-03-2026
10382,General,expense_list_Bijumon.pdf,C:\Users\Bijumon\Downloads\expense_list_Bijumon.pdf,C:\Users\Bijumon\Downloads\expense_list_Bijumon.pdf,expense_list_Bijumon.pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,17-03-2026
10383,General,expense_list_Bijumon (1).pdf,C:\Users\Bijumon\Downloads\expense_list_Bijumon (1).pdf,C:\Users\Bijumon\Downloads\expense_list_Bijumon (1).pdf,expense_list_Bijumon (1).pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,17-03-2026
10400,General,Renewal_Notice_31-25-0035151-00_20260310_G_R.pdf.pdf.pdf,C:\Users\Bijumon\Downloads\Renewal_Notice_31-25-0035151-00_20260310_G_R.pdf.pdf.pdf,C:\Users\Bijumon\Downloads\Renewal_Notice_31-25-0035151-00_20260310_G_R.pdf.pdf.pdf,Renewal_Notice_31-25-0035151-00_20260310_G_R.pdf.pdf.pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,21-03-2026
10401,General,PolicySoftCopy_803440127 (1).pdf,C:\Users\Bijumon\Downloads\PolicySoftCopy_803440127 (1).pdf,C:\Users\Bijumon\Downloads\PolicySoftCopy_803440127 (1).pdf,PolicySoftCopy_803440127 (1).pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,21-03-2026
10411,General,appleberrytech.html,C:\Users\Bijumon\Downloads\appleberrytech.html,C:\Users\Bijumon\Downloads\appleberrytech.html,appleberrytech.html,Unsupported file type,TempFiles,25-03-2026
10422,General,PolicySoftCopy_803440127 (1) (1).pdf,C:\Users\Bijumon\Downloads\PolicySoftCopy_803440127 (1) (1).pdf,C:\Users\Bijumon\Downloads\PolicySoftCopy_803440127 (1) (1).pdf,PolicySoftCopy_803440127 (1) (1).pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,28-03-2026
10425,General,Receipt-2721-5368.pdf,C:\Users\Bijumon\Downloads\Receipt-2721-5368.pdf,C:\Users\Bijumon\Downloads\Receipt-2721-5368.pdf,Receipt-2721-5368.pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,30-03-2026
10435,General,Receipt-2721-5368 (1).pdf,C:\Users\Bijumon\Downloads\Receipt-2721-5368 (1).pdf,C:\Users\Bijumon\Downloads\Receipt-2721-5368 (1).pdf,Receipt-2721-5368 (1).pdf,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,31-03-2026
10444,General,AIKON Health Monitor (2).exe,C:\Users\Bijumon\Downloads\AIKON Health Monitor (2).exe,C:\Users\Bijumon\Downloads\AIKON Health Monitor (2).exe,AIKON Health Monitor (2).exe,Unsupported file type,TempFiles,02-04-2026
10445,General,AIKON Health Monitor (2) (1).exe,C:\Users\Bijumon\Downloads\AIKON Health Monitor (2) (1).exe,C:\Users\Bijumon\Downloads\AIKON Health Monitor (2) (1).exe,AIKON Health Monitor (2) (1).exe,File size exceeds 10 MB,TempFiles,02-04-2026
10455,General,WhatsApp Image 2026-04-06 at 10.29.53.jpeg,C:\Users\Bijumon\Downloads\WhatsApp Image 2026-04-06 at 10.29.53.jpeg,C:\Users\Bijumon\Downloads\WhatsApp Image 2026-04-06 at 10.29.53.jpeg,WhatsApp Image 2026-04-06 at 10.29.53.jpeg,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,06-04-2026
10459,General,c6pvdf.ino,C:\Users\Bijumon\Downloads\c6pvdf.ino,C:\Users\Bijumon\Downloads\c6pvdf.ino,c6pvdf.ino,Unsupported file type,TempFiles,07-04-2026
10464,General,TE+20.txt,C:\Users\Bijumon\Downloads\TE+20.txt,C:\Users\Bijumon\Downloads\TE+20.txt,TE+20.txt,Unsupported file type,TempFiles,11-04-2026
10465,General,PVDF_ESP32C6_HRRR.ino,C:\Users\Bijumon\Downloads\PVDF_ESP32C6_HRRR.ino,C:\Users\Bijumon\Downloads\PVDF_ESP32C6_HRRR.ino,PVDF_ESP32C6_HRRR.ino,Unsupported file type,TempFiles,11-04-2026
10475,General,WhatsApp Video 2026-03-23 at 18.53.35.mp4,C:\Users\Bijumon\Downloads\WhatsApp Video 2026-03-23 at 18.53.35.mp4,C:\Users\Bijumon\Downloads\WhatsApp Video 2026-03-23 at 18.53.35.mp4,WhatsApp Video 2026-03-23 at 18.53.35.mp4,Unsupported file type,TempFiles,13-04-2026
10479,General,10ad14d6-195c-40e6-a747-e6f2620c41d2.png,C:\Users\Bijumon\Downloads\10ad14d6-195c-40e6-a747-e6f2620c41d2.png,C:\Users\Bijumon\Downloads\10ad14d6-195c-40e6-a747-e6f2620c41d2.png,10ad14d6-195c-40e6-a747-e6f2620c41d2.png,"Failed to generate a summary from the uploaded file-->Not Found: Code: 404: Message: models/gemini-1.5-flash-002 is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",TempFiles,15-04-2026
